id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
43WZyNbzOJOnKQStu8if8E,St. Louis Blues - Alternate Take B,5,176333,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.68,0.47,11,-8.644,0,0.11,0.912,0.907,0.0819,0.946,181.038,4
46ddI0x8tLiOjDFqb2TQ5R,Papa De Da Da,7,178827,0,"[""Clarence Williams' Blue Five""]",['6RuQvIr0t0otZHnAxXTGkm'],1923,0.673,0.132,10,-15.685,1,0.0771,0.995,0.108,0.26,0.587,105.5,4
4Bk8r390pyafdSPtWoUKwz,I Must Have That Man,5,191307,0,['Lillie Delk Christian'],['70dErSfvbf7mmBdroUIyvf'],1923,0.851,0.221,8,-12.89,0,0.0932,0.953,0.00000736,0.0692,0.651,116.444,4
4E0HHRQlEdBFhsQHrKWXRR,When You're Smiling - Non Vocal Take,6,169733,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.5,0.193,10,-10.373,1,0.0347,0.984,0.744,0.227,0.624,147.29,4
4Ewzp7BFfvcXofZnvrYwFx,I Can't Give You Anything But Love,5,213000,0,['Louis Armstrong & His Savoy Ballroom Five'],['1TxfZgmlWImcpYwIP8F157'],1923,0.66,0.118,7,-13.172,1,0.0648,0.951,0.452,0.0841,0.577,108.305,4
4PD69KQwh9GccLW2647tTL,Gully Low Blues,6,194293,0,['Louis Armstrong & His Hot Seven'],['267SHEPfqnF16IEmwbLhLQ'],1923,0.679,0.144,3,-14.081,1,0.0975,0.933,0.168,0.0915,0.82,108.832,4
4m1Th0JSQkevDsHiOpoxlQ,Basin Street Blues - rec. 1928,6,197067,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,0.561,0.353,10,-9.617,1,0.0538,0.971,0.13,0.922,0.514,107.711,4
4qTkOBmwGFamB3V9QEFwDS,When Your Lover Has Gone,5,184533,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.454,0.233,7,-11.394,0,0.0433,0.968,0.0333,0.218,0.496,119.956,4
4t1G1nGmPOms95TB9wz8FF,Naughty Man,7,179360,0,['Fletcher Henderson & His Orchestra'],['3ZeU30PhqVBalNYg2SFNZN'],1923,0.59,0.268,3,-14.313,1,0.0725,0.995,0.252,0.646,0.848,189.266,4
4ubnmGMXNLgQpj5YKoldMm,Sugar Foot Stomp,7,169267,0,['Fletcher Henderson & His Orchestra'],['3ZeU30PhqVBalNYg2SFNZN'],1923,0.78,0.207,10,-14.127,1,0.0771,0.983,0.0291,0.101,0.879,100.376,4
4yZ7B7yoMjDMH4oInYA36l,Mahogany Hall Stomp,7,194227,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.642,0.274,3,-9.874,1,0.101,0.83,0.898,0.0398,0.767,184.923,4
5CwOaZmAAsFfbQ5qCKS6sn,I'm Confessin' (That I Love You),7,201200,0,['Louis Armstrong & His Sebastian New Cotton Club Orchestra'],['0ceJesJTMQFYalVhYf4aed'],1923,0.479,0.14,3,-14.753,1,0.0725,0.988,0.65,0.153,0.415,81.674,4
5EFXgEnibXPumWosZtJqkx,I Can't Believe That You're In Love With Me,6,183800,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.579,0.204,0,-12.634,1,0.0804,0.928,0.00459,0.0901,0.75,154.333,4
5EMxMmB4iSzA8jMNgLcTtO,Song Of The Vipers,5,171533,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.553,0.255,10,-8.575,1,0.0874,0.975,0.804,0.531,0.638,181.769,4
5SM5voPROPhpgLuqRpGnNp,Good Time Flat Blues,6,192200,0,['Maggie Jones'],['7EwPtp3HM2j3uiexxubIU8'],1923,0.551,0.196,0,-14.692,1,0.0594,0.995,0.00325,0.384,0.534,76.598,4
5WfYFtwzOo8Ne7DA1qhtWl,Cake Walking Babies (From Home),6,175573,0,"[""Clarence Williams' Blue Five""]",['6RuQvIr0t0otZHnAxXTGkm'],1923,0.634,0.435,7,-12.422,0,0.0474,0.995,0.881,0.204,0.84,121.516,4
5c6hPSOnuiLnTve5b9s7ZS,Potato Head Blues,7,175227,0,['Louis Armstrong & His Hot Seven'],['267SHEPfqnF16IEmwbLhLQ'],1923,0.587,0.29,5,-10.463,1,0.177,0.936,0.254,0.115,0.929,183.352,4
5eXOIVUkW17FqnEoLR2wTX,Stardust,5,213667,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.614,0.298,3,-11.004,0,0.0541,0.97,0.646,0.0514,0.772,122.319,4
5pIiw01BoIPnkQQI1AZHQL,T.N.T.,7,171373,0,['Fletcher Henderson & His Orchestra'],['3ZeU30PhqVBalNYg2SFNZN'],1923,0.809,0.408,1,-12.035,1,0.0846,0.942,0.0398,0.307,0.89,113.494,4
5rgmvqVTH38BKIhzEHanMq,Low Land Blues,5,172973,0,"['Bertha ""Chippie"" Hill']",['1sPDyROEgOvKQlReOg874E'],1923,0.492,0.115,9,-15.788,1,0.0898,0.98,0,0.037,0.465,172.971,4
6JLKiy1LMbmYY8JOM38UR9,Cornet Chop Suey,5,194267,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,0.558,0.19,3,-14.621,1,0.0869,0.995,0.572,0.113,0.692,170.066,4
6TBNeFMHsIarzHz8cz74KA,Too Busy,5,173173,0,['Lillie Delk Christian'],['70dErSfvbf7mmBdroUIyvf'],1923,0.603,0.286,7,-13.73,1,0.0806,0.99,0.000713,0.0682,0.882,176.566,4
6azxqS9u7eO5DslqJCWMNd,Knockin' A Jug - 78 rpm Version,6,193760,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.788,0.395,10,-14.032,1,0.301,0.882,0.844,0.124,0.676,113.336,4
7H5X09Fl9MN0FhICH4TSF6,Listen To Ma,5,198467,0,"['Hociel Thomas', 'Louis Armstrong']","['0bygS9pra5BkFbVaKwHVqw', '19eLuQmk9aCobbVDHc6eek']",1923,0.536,0.128,2,-13.093,1,0.0435,0.988,0,0.314,0.564,91.937,4
00osj4z3S7XekDAuQVChIu,Chapter 1.10 - Król Maciuś Pierwszy,0,128900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.698,0.29,1,-19.408,0,0.954,0.819,0,0.326,0.801,72.893,4
01BTcfGn8BF6ezah92vKyz,Chapter 10.4 - Król Maciuś Pierwszy,0,126600,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.61,0.214,1,-19.986,1,0.958,0.767,0,0.16,0.771,187.388,3
01lXmkENsxJJzkco2mcVTi,Chapter 5.15 - Król Maciuś na wyspie bezludnej,0,128800,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.662,0.161,1,-22.15,1,0.944,0.66,0.00000107,0.118,0.655,94.664,4
02J9nBVAnBTQkBObYuMoVH,Chapter 5.21 & Chapter 6.1 - Król Maciuś na wyspie bezludnej,0,147400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.719,0.238,8,-18.401,1,0.929,0.668,0,0.135,0.621,118.615,4
03g4RX0WDEnJ9KDs5aa73z,Chapter 7.20 & Chapter 8.1 - Król Maciuś Pierwszy,0,140900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.613,0.238,6,-20.405,1,0.956,0.835,0,0.362,0.785,64.971,4
04jqhYBmxWLKlZ9ggYxOah,Chapter 9.11 - Król Maciuś Pierwszy,0,152000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.715,0.229,1,-19.384,1,0.937,0.724,0,0.15,0.683,126.104,1
07rwzJ4beSPUpljKx9jpn6,Chapter 2.13 - Król Maciuś na wyspie bezludnej,0,148300,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.675,0.293,5,-17.57,1,0.948,0.9,0,0.262,0.742,146.67,3
08ie5iqXXqWU0x1FVb2bAy,Chapter 1.6 - Król Maciuś na wyspie bezludnej,0,133600,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.699,0.245,1,-20.119,1,0.946,0.702,0,0.152,0.723,90.397,4
0Ai126YgdNANSa8etSr2r1,Chapter 2.21 & Chapter 3.1 - Król Maciuś Pierwszy,0,132200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.691,0.18,1,-20.988,1,0.95,0.649,0,0.168,0.67,49.688,4
0CvmUvqBk83K7aD1FitfXn,Sol Mio - Remasterizado,0,172187,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],1923-07-09,0.501,0.39,2,-14.475,1,0.05,0.995,0.963,0.173,0.807,83.162,4
0DwsyNFrOKmKZobZ2q5gHv,Chapter 1.13 - Król Maciuś Pierwszy,0,141300,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.751,0.257,5,-18.824,0,0.931,0.742,0,0.375,0.803,109.527,5
0FKXiIKpbpwYC25lZPCidt,Chapter 5.4 - Król Maciuś Pierwszy,0,136200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],1923-12-27,0.641,0.236,1,-18.421,1,0.957,0.828,0,0.409,0.637,86.508,3
